SEDE_CODIGO,PERIODO_ID,PERIODO_ANIO,JORNADA_ID,JORNADA_CODIGO,JORNADA_NOMBRE,NIVELENSE_ID,NIVELENSE_CODIGO,NIVELENSE_NOMBRE,POBLACIONDES_ID,POBLACIONDES_CODIGO,POBLACIONDES_NOMBRE,JORNDES_CANTIDAD_HOMBRE,JORNDES_CANTIDAD_MUJER
176845000132,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",4,5
176845000132,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,2,02,Desmovilizado del conflicto armado,1,0
176147001101,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",12,9
120710000013,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",7,11
120710000013,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",27,26
120710000013,10,2023,3,3,Tarde,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",3,7
176147001101,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",15,19
176147001101,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",5,12
176147001101,10,2023,5,5,Fin de Semana,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",3,7
241770000472,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,0
225530000020,10,2023,5,5,Fin de Semana,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",7,13
217614000600,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,1
217013000602,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",3,0
217013000602,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",2,4
217013000602,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",0,2
170713000453,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",117,190
170713000453,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",97,145
166001000077,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",1,1
241807000281,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,1
263302000124,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,3
105001002003,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",5,3
105001002003,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",3,1
254810001153,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",0,1
205088800330,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,2
205088800330,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",4,3
205088800330,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",3,5
205088800330,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",2,2
419001002822,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",23,29
111001029912,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",8,3
111001029912,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",15,8
111001029912,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",12,13
254800000116,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",0,1
254800000116,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",6,5
268255000368,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,0
150001004711,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",24,16
150001004711,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",13,9
119743000444,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",17,14
266572000109,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",2,5
213549003153,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",16,4
168276001220,10,2023,3,3,Tarde,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,0
168276001220,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,1
225805000289,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",4,5
225805000289,10,2023,2,2,Mañana,3,03,Básica secundaria,2,02,Desmovilizado del conflicto armado,2,1
252687000900,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",5,8
252687000900,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",10,9
252687000900,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",5,4
105001002488,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",25,32
170001000244,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",51,68
241020000497,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,1
205212000061,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,0
205212000061,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",27,6
205212000061,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",44,19
205212000061,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",8,10
168572000026,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,0
168572000026,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",5,1
227006000724,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",0,2
227006000724,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",5,6
117001001161,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,11
111265000017,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",2,5
111265000017,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",2,2
244430001813,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,2
286571004313,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",0,1
286571004313,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",6,2
173001008945,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",5,6
173001008945,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",22,16
173001008945,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",8,8
285230000098,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,2
285230000098,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",3,0
173001008945,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",30,35
181001002273,10,2023,6,6,Única (Oficiales),1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",3,2
181001002273,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",9,7
218860000445,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",0,2
218860000445,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",47,58
150001800445,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",37,46
150001800445,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",36,37
150001800445,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",15,15
105001026158,10,2023,6,6,Única (Oficiales),1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",2,0
173349000255,10,2023,4,4,Nocturna,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",0,1
208520000224,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,0
105001019429,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",12,13
105001019429,10,2023,3,3,Tarde,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",12,12
170230000029,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",3,5
170230000029,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",92,75
295001003852,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",2,1
295001003852,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",8,2
108758000058,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",1,1
108758000058,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",3,4
213244002475,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",10,1
213244002475,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",15,19
286001003993,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",3,4
286001003993,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",18,14
152835004923,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",70,100
152835004923,10,2023,3,3,Tarde,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",30,35
152835004923,10,2023,4,4,Nocturna,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",12,15
152835004923,10,2023,4,4,Nocturna,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),2,02,Desmovilizado del conflicto armado,1,0
368276001326,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",4,6
223570000241,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",0,2
223570000241,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",0,1
266075000411,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",5,5
266075000411,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",3,3
154001009343,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",15,10
168276000720,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",6,3
168276000720,10,2023,3,3,Tarde,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",1,0
166682000274,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",16,15
241676000132,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",4,3
205361001061,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,1
219050004386,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",0,1
219050004386,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",10,8
266088000455,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",3,1
154498002223,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",105,110
154498002223,10,2023,2,2,Mañana,3,03,Básica secundaria,2,02,Desmovilizado del conflicto armado,1,0
108520000009,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",11,21
108520000009,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",9,8
273616001414,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,1
105001026557,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",23,23
285001001901,10,2023,6,6,Única (Oficiales),1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,0
285001001901,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,2
176109004023,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",6,3
176109004023,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",22,48
215332000027,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,1
205837006997,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",3,0
205837006997,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",9,3
205837006997,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",8,5
183001000818,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",4,1
215135000112,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,1
273217000251,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",4,5
225148000320,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,2
227580000058,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,1
168081000181,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",24,19
163001001325,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",5,2
163001001325,10,2023,3,3,Tarde,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",4,1
163001001325,10,2023,5,5,Fin de Semana,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",12,13
270820000037,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,1
270820000037,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,2
154001004732,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",1,1
185010000629,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",49,58
185010000629,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",18,11
105234000094,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",4,6
105234000094,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",48,39
363001002037,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",5,6
273870000258,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",4,4
273870000258,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",7,6
205483000457,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",2,2
205483000457,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,10
205483000457,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",7,9
205483000457,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",3,1
254720000930,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",5,4
254720000930,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",8,9
227001001668,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",11,6
205101000711,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,1
270713000547,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",26,27
270713000547,10,2023,3,3,Tarde,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",16,9
250711000883,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,0
225843000063,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",4,1
105001026361,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",7,5
119001000079,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",90,79
119001000079,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",100,130
119001000079,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",19,20
205837002541,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",6,5
205837002541,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",10,15
376001022351,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",20,13
376001022351,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",15,10
254599000196,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,0
176520000489,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,8
176520000489,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",5,19
263212000079,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,1
223466002380,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",12,15
170001001267,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",47,58
166170000884,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",22,26
166170000884,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",9,7
105031001516,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",22,38
105031001516,10,2023,3,3,Tarde,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",6,7
250683000724,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,1
250683000724,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",15,10
250683000724,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",20,25
276834001042,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,0
147001051190,10,2023,4,4,Nocturna,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",5,7
186865004059,10,2023,4,4,Nocturna,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",4,7
205658000030,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",6,4
205658000030,10,2023,6,6,Única (Oficiales),3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",7,5
205658000030,10,2023,6,6,Única (Oficiales),4,04,Media,1,01,"Desplazado, víctima del conflicto armado",1,2
220750006540,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,2
227245000736,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",5,3
225875000553,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",7,4
217614000103,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,3
241660000451,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,1
325754005064,10,2023,1,1,Completa/Única (No oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,1
205021000095,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",0,3
252612000688,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",0,2
252612000688,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",6,5
176001037600,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",3,2
350006800000,10,2023,5,5,Fin de Semana,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",5,8
176520001761,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",6,1
305001007861,10,2023,3,3,Tarde,5,05,CLEI (Ciclos lectivos integrados - decreto 3011 de 1997),1,01,"Desplazado, víctima del conflicto armado",2,3
241801000034,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,0
176111000574,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,0
118001004191,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",166,189
118001004191,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",38,51
111001014168,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",4,3
111001014168,10,2023,3,3,Tarde,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",3,3
215572000211,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,0
173001002041,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,0
173001002041,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",23,32
266001002295,10,2023,6,6,Única (Oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,1
305837004565,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",3,2
205690000173,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,3
183001000842,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",20,25
213647000154,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",1,7
213473000958,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,1
276100000232,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,0
213473001784,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,0
105148000120,10,2023,3,3,Tarde,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",2,0
105148000120,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",53,35
176109004023,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",19,33
273616001279,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",2,3
325286000718,10,2023,1,1,Completa/Única (No oficiales),2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",1,0
227099000109,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",7,7
227099000109,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",7,2
266001001523,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",4,1
270124000308,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",10,9
270124000308,10,2023,2,2,Mañana,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",11,16
252621800018,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",1,3
252621800018,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",11,7
176109007383,10,2023,3,3,Tarde,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",5,1
176109007383,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",15,8
111279000966,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",4,5
111279000966,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",18,16
111279000966,10,2023,3,3,Tarde,4,04,Media,1,01,"Desplazado, víctima del conflicto armado",5,5
376109006084,10,2023,3,3,Tarde,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",3,2
254800000850,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",3,6
254800000850,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",13,22
254800000850,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",15,23
252203000391,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",3,2
266001001523,10,2023,3,3,Tarde,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",0,2
105001000418,10,2023,3,3,Tarde,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",5,0
154001002241,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",8,3
152405000207,10,2023,2,2,Mañana,1,01,Preescolar,1,01,"Desplazado, víctima del conflicto armado",2,9
152405000207,10,2023,2,2,Mañana,2,02,Básica primaria,1,01,"Desplazado, víctima del conflicto armado",22,16
152405000207,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",13,18
215469000156,10,2023,2,2,Mañana,3,03,Básica secundaria,1,01,"Desplazado, víctima del conflicto armado",0,1
