municipio,year,hectares_lost
SANDONA,2019,17
SANTA BARBARA,2019,108
SANTA CRUZ,2019,26
SAPUYES,2019,3
TAMINANGO,2019,2
TANGUA,2019,1
TUMACO,2019,342
TUQUERRES,2019,8
YACUANQUER,2019,1
ABREGO,2019,117
ARBOLEDAS,2019,17
BOCHALEMA,2019,6
BUCARASICA,2019,37
CHINACOTA,2019,12
CHITAGA,2019,30
CONVENCION,2019,394
CUCUTILLA,2019,6
CACHIRA,2019,84
CACOTA,2019,4
DURANIA,2019,15
EL CARMEN,2019,622
EL TARRA,2019,1019
EL ZULIA,2019,253
GRAMALOTE,2019,10
HACARI,2019,218
HERRAN,2019,1
LA ESPERANZA,2019,159
LA PLAYA,2019,27
LABATECA,2019,16
LOS PATIOS,2019,8
LOURDES,2019,5
MUTISCUA,2019,0
OCA¥A,2019,113
PAMPLONA,2019,5
PAMPLONITA,2019,3
PUERTO SANTANDER,2019,1
RAGONVALIA,2019,3
SALAZAR,2019,29
SAN CALIXTO,2019,258
SAN CAYETANO,2019,9
CUCUTA,2019,587
SANTIAGO,2019,28
SILOS,2019,0
SARDINATA,2019,1961
TEORAMA,2019,741
TIBU,2019,9366
TOLEDO,2019,109
VILLA CARO,2019,26
VILLA DEL ROSARIO,2019,0
COLON,2019,1
ORITO,2019,2307
PUERTO ASIS,2019,3807
PUERTO CAICEDO,2019,1529
PUERTO GUZMAN,2019,6126
PUERTO LEGUIZAMO,2019,2898
SAN FRANCISCO,2019,9
SAN MIGUEL,2019,1202
MOCOA,2019,553
SANTIAGO,2019,14
SIBUNDOY,2019,2
VALLE DEL GUAMUEZ,2019,2639
VILLAGARZON,2019,1351
ARMENIA,2019,56
BUENAVISTA,2019,21
CALARCA,2019,71
CIRCASIA,2019,53
CORDOBA,2019,17
FILANDIA,2019,44
GENOVA,2019,89
LA TEBAIDA,2019,34
MONTENEGRO,2019,51
PIJAO,2019,55
QUIMBAYA,2019,70
SALENTO,2019,127
APIA,2019,84
BALBOA,2019,47
BELEN DE UMBRIA,2019,194
DOSQUEBRADAS,2019,9
GUATICA,2019,92
LA CELIA,2019,42
LA VIRGINIA,2019,0
MARSELLA,2019,52
MISTRATO,2019,36
PEREIRA,2019,151
PUEBLO RICO,2019,44
QUINCHIA,2019,82
SANTA ROSA DE CABAL,2019,222
SANTUARIO,2019,153
ISLAS SERRANILLA,2019,0
PROVIDENCIA,2019,0
SAN ANDRES,2019,0
AGUADA,2019,5
ALBANIA,2019,4
ARATOCA,2019,1
BARBOSA,2019,6
BARICHARA,2019,0
BARRANCABERMEJA,2019,461
BETULIA,2019,87
BOLIVAR,2019,577
BUCARAMANGA,2019,5
CABRERA,2019,6
CALIFORNIA,2019,0
CAPITANEJO,2019,0
CARCASI,2019,0
CEPITA,2019,1
CERRITO,2019,1
CHARALA,2019,8
CHARTA,2019,3
CHIMA,2019,9
CHIPATA,2019,4
CIMITARRA,2019,843
CONCEPCION,2019,1
CONFINES,2019,22
CONTRATACION,2019,1
COROMORO,2019,16
CURITI,2019,11
EL CARMEN DE CHUCURI,2019,317
EL GUACAMAYO,2019,14
EL PE¥ON,2019,20
EL PLAYON,2019,93
ENCINO,2019,2
ENCISO,2019,0
FLORIDABLANCA,2019,9
FLORIAN,2019,13
GALAN,2019,4
GIRON,2019,87
GUACA,2019,1
GUADALUPE,2019,10
GUAPOTA,2019,7
GUAVATA,2019,5
GAMBITA,2019,15
GUEPSA,2019,3
HATO,2019,7
JESUS MARIA,2019,4
JORDAN,2019,0
LA BELLEZA,2019,165
LA PAZ,2019,18
LANDAZURI,2019,137
LEBRIJA,2019,100
LOS SANTOS,2019,0
MACARAVITA,2019,0
MATANZA,2019,5
MOGOTES,2019,25
MOLAGAVITA,2019,1
MALAGA,2019,0
OCAMONTE,2019,6
OIBA,2019,22
ONZAGA,2019,2
PALMAR,2019,1
PALMAS DEL SOCORRO,2019,11
PIEDECUESTA,2019,8
PINCHOTE,2019,12
PUENTE NACIONAL,2019,7
PUERTO PARRA,2019,376
PUERTO WILCHES,2019,587
PARAMO,2019,14
RIONEGRO,2019,177
SABANA DE TORRES,2019,521
SAN ANDRES,2019,3
SAN BENITO,2019,9
SAN GIL,2019,3
SAN JOAQUIN,2019,3
SAN JOSE DE MIRANDA,2019,0
SAN MIGUEL,2019,1
SAN VICENTE DE CHUCURI,2019,484
SANTA BARBARA,2019,1
SANTA HELENA DEL OPON,2019,87
SIMACOTA,2019,483
SOCORRO,2019,22
SUAITA,2019,17
SUCRE,2019,286
SURATA,2019,7
TONA,2019,10
VALLE DE SAN JOSE,2019,18
VETAS,2019,0
VILLANUEVA,2019,0
VELEZ,2019,85
ZAPATOCA,2019,16
BUENAVISTA,2019,0
CAIMITO,2019,21
CHALAN,2019,87
COLOSO,2019,87
COROZAL,2019,14
COVEÑAS,2019,0
EL ROBLE,2019,57
GALERAS,2019,38
GUARANDA,2019,12
LA UNION,2019,22
LOS PALMITOS,2019,11
MAJAGUAL,2019,18
MORROA,2019,18
OVEJAS,2019,325
SAMPUES,2019,1
SAN ANTONIO DE PALMITO,2019,3
SAN BENITO ABAD,2019,68
SAN JUAN DE BETULIA,2019,0
SAN MARCOS,2019,62
SAN ONOFRE,2019,869
SAN PEDRO,2019,0
SINCELEJO,2019,10
SINCE,2019,7
SUCRE,2019,23
TOLUVIEJO,2019,113
TOLU,2019,166
ALPUJARRA,2019,29
ALVARADO,2019,41
AMBALEMA,2019,6
ANZOATEGUI,2019,79
ARMERO,2019,47
ATACO,2019,235
CAJAMARCA,2019,25
CARMEN DE APICALA,2019,57
CASABIANCA,2019,37
CHAPARRAL,2019,113
COELLO,2019,30
COYAIMA,2019,5
CUNDAY,2019,236
DOLORES,2019,79
ESPINAL,2019,2
FALAN,2019,40
FLANDES,2019,2
FRESNO,2019,58
GUAMO,2019,6
HERVEO,2019,39
HONDA,2019,51
IBAGUE,2019,143
ICONONZO,2019,15
LERIDA,2019,41
LIBANO,2019,81
MELGAR,2019,31
MURILLO,2019,4
NATAGAIMA,2019,3
ORTEGA,2019,95
PALOCABILDO,2019,28
PIEDRAS,2019,13
PLANADAS,2019,229
PRADO,2019,199
PURIFICACION,2019,122
RIOBLANCO,2019,177
RONCESVALLES,2019,8
ROVIRA,2019,104
SALDA¥A,2019,4
SAN ANTONIO,2019,34
SAN LUIS,2019,46
SAN SEBASTIAN,2019,36
SANTA ISABEL,2019,13
SUAREZ,2019,15
VALLE DE SAN JUAN,2019,31
VENADILLO,2019,26
VILLAHERMOSA,2019,35
VILLARRICA,2019,57
ALCALA,2019,42
ANDALUCIA,2019,2
ANSERMANUEVO,2019,36
ARGELIA,2019,47
BOLIVAR,2019,124
BUENAVENTURA,2019,42
BUGALAGRANDE,2019,27
CAICEDONIA,2019,133
CALIMA,2019,51
CANDELARIA,2019,0
CARTAGO,2019,11
DAGUA,2019,47
EL CAIRO,2019,21
EL CERRITO,2019,12
EL DOVIO,2019,7
EL AGUILA,2019,44
FLORIDA,2019,9
GINEBRA,2019,12
GUACARI,2019,10
BUGA,2019,20
JAMUNDI,2019,56
LA CUMBRE,2019,29
LA UNION,2019,4
LA VICTORIA,2019,8
OBANDO,2019,3
PALMIRA,2019,89
PRADERA,2019,6
RESTREPO,2019,57
RIOFRIO,2019,54
ROLDANILLO,2019,11
SAN PEDRO,2019,16
CALI,2019,0
SEVILLA,2019,193
TORO,2019,15
TRUJILLO,2019,128
TULUA,2019,69
ULLOA,2019,7
VERSALLES,2019,16
VIJES,2019,25
YOTOCO,2019,14
YUMBO,2019,4
ZARZAL,2019,5
CARURU,2019,200
MITU,2019,1745
PACOA,2019,504
PAPUNAHUA,2019,124
TARAIRA,2019,187
YAVARATE,2019,447
CUMARIBO,2019,9113
LA PRIMAVERA,2019,277
PUERTO CARRE¥O,2019,213
SANTA ROSALIA,2019,7
EL ENCANTO,2020,257
LA CHORRERA,2020,832
LA PEDRERA,2020,610
LA VICTORIA,2020,47
LETICIA,2020,499
MIRITI-PARANA,2020,342
PUERTO ALEGRIA,2020,398
PUERTO ARICA,2020,128
PUERTO NARI¥O,2020,217
PUERTO SANTANDER,2020,2386
TARAPACA,2020,402
ABEJORRAL,2020,145
ABRIAQUI,2020,47
ALEJANDRIA,2020,4
AMAGA,2020,10
AMALFI,2020,922
ANDES,2020,225
ANGELOPOLIS,2020,2
ANGOSTURA,2020,239
ANORI,2020,1595
ANZA,2020,15
APARTADO,2020,158
ARBOLETES,2020,170
ARGELIA,2020,91
ARMENIA,2020,3
BARBOSA,2020,13
BELLO,2020,7
BELMIRA,2020,9
BETANIA,2020,198
BETULIA,2020,104
BRICE¥O,2020,48
BURITICA,2020,21
CAICEDO,2020,21
CALDAS,2020,60
CAMPAMENTO,2020,69
CARACOLI,2020,195
CARAMANTA,2020,9
CAREPA,2020,58
CAROLINA,2020,5
CAUCASIA,2020,407
CA¥ASGORDAS,2020,81
CHIGORODO,2020,37
CISNEROS,2020,15
CIUDAD BOLIVAR,2020,218
COCORNA,2020,52
CONCEPCION,2020,12
CONCORDIA,2020,160
COPACABANA,2020,6
CACERES,2020,978
DABEIBA,2020,272
DON MATIAS,2020,16
EBEJICO,2020,2
EL BAGRE,2020,1244
EL CARMEN DE VIBORAL,2020,27
SOPETRAN,2020,3
ENTRERRIOS,2020,37
ENVIGADO,2020,0
FREDONIA,2020,41
FRONTINO,2020,92
GIRALDO,2020,4
GIRARDOTA,2020,2
GRANADA,2020,8
GUADALUPE,2020,63
GUARNE,2020,10
GUATAPE,2020,1
GOMEZ PLATA,2020,127
HELICONIA,2020,5
HISPANIA,2020,20
ITAGUI,2020,0
ITUANGO,2020,225
JARDIN,2020,38
JERICO,2020,79
LA CEJA,2020,12
LA ESTRELLA,2020,0
LA PINTADA,2020,7
LA UNION,2020,10
LIBORINA,2020,6
MACEO,2020,105
MARINILLA,2020,2
MEDELLIN,2020,56
MONTEBELLO,2020,45
MURINDO,2020,49
MUTATA,2020,190
NARI¥O,2020,28
NECHI,2020,480
NECOCLI,2020,472
OLAYA,2020,0
PEQUE,2020,66
PE¥OL,2020,2
PUEBLORRICO,2020,37
PUERTO BERRIO,2020,449
PUERTO NARE,2020,120
PUERTO TRIUNFO,2020,4
REMEDIOS,2020,2475
RETIRO,2020,97
RIONEGRO,2020,1
SABANALARGA,2020,7
SABANETA,2020,0
SALGAR,2020,204
SAN ANDRES,2020,25
SAN CARLOS,2020,306
SAN FRANCISCO,2020,211
SAN JERONIMO,2020,4
SAN JOSE DE LA MONTA¥A,2020,7
SAN JUAN DE URABA,2020,56
SAN LUIS,2020,244
SAN PEDRO DE URABA,2020,135
SAN PEDRO,2020,6
SAN RAFAEL,2020,102
SAN ROQUE,2020,163
SAN VICENTE,2020,13
SANTA BARBARA,2020,34
SANTA ROSA DE OSOS,2020,104
SANTAFE DE ANTIOQUIA,2020,19
SANTO DOMINGO,2020,15
SANTUARIO,2020,0
SEGOVIA,2020,2483
SONSON,2020,373
TARAZA,2020,508
TARSO,2020,38
TITIRIBI,2020,9
TOLEDO,2020,9
TURBO,2020,601
TAMESIS,2020,33
URAMITA,2020,83
URRAO,2020,244
VALDIVIA,2020,163
VALPARAISO,2020,9
VEGACHI,2020,702
VENECIA,2020,2
VIGIA DEL FUERTE,2020,33
YALI,2020,1004
YARUMAL,2020,67
YOLOMBO,2020,726
YONDO,2020,1712
ZARAGOZA,2020,1035
ARAUCA,2020,1288
ARAUQUITA,2020,5060
CRAVO NORTE,2020,63
FORTUL,2020,189
PUERTO RONDON,2020,757
SARAVENA,2020,237
TAME,2020,1567
BARANOA,2020,8
BARRANQUILLA,2020,1
CAMPO DE LA CRUZ,2020,0
CANDELARIA,2020,1
GALAPA,2020,13
JUAN DE ACOSTA,2020,9
LURUACO,2020,50
MALAMBO,2020,2
MANATI,2020,9
PALMAR DE VARELA,2020,0
PIOJO,2020,10
POLONUEVO,2020,3
PONEDERA,2020,1
PUERTO COLOMBIA,2020,3
REPELON,2020,53
SABANAGRANDE,2020,0
SABANALARGA,2020,8
SANTA LUCIA,2020,0
SANTO TOMAS,2020,1
SOLEDAD,2020,0
SUAN,2020,1
TUBARA,2020,13
USIACURI,2020,11
SANTAFE DE BOGOTA D.C.,2020,15
ACHI,2020,256
ALTOS DEL ROSARIO,2020,171
ARENAL,2020,371
ARJONA,2020,22
ARROYOHONDO,2020,22
BARRANCO DE LOBA,2020,330
CALAMAR,2020,41
CANTAGALLO,2020,1490
CARTAGENA,2020,67
CICUCO,2020,0
CLEMENCIA,2020,19
CORDOBA,2020,75
EL CARMEN DE BOLIVAR,2020,748
EL GUAMO,2020,214
EL PE¥ON,2020,558
HATILLO DE LOBA,2020,41
MAGANGUE,2020,77
MAHATES,2020,72
MARGARITA,2020,22
MARIA LA BAJA,2020,178
MOMPOS,2020,22
MONTECRISTO,2020,925
MORALES,2020,645
PINILLOS,2020,134
REGIDOR,2020,210
RIO VIEJO,2020,1868
SAN CRISTOBAL,2020,2
SAN ESTANISLAO,2020,28
SAN FERNANDO,2020,12
SAN JACINTO,2020,520
SAN JACINTO DEL CAUCA,2020,250
SAN JUAN NEPOMUCENO,2020,357
SAN MARTIN DE LOBA,2020,1088
SAN PABLO,2020,2058
SANTA CATALINA,2020,75
SANTA ROSA,2020,34
SANTA ROSA DEL SUR,2020,2049
SIMITI,2020,1143
SOPLAVIENTO,2020,2
TALAIGUA NUEVO,2020,22
TIQUISIO,2020,1028
TURBACO,2020,62
TURBANA,2020,28
VILLANUEVA,2020,129
ZAMBRANO,2020,75
ALMEIDA,2020,0
AQUITANIA,2020,16
ARCABUCO,2020,0
BELEN,2020,0
BERBEO,2020,1
BETEITIVA,2020,0
BOAVITA,2020,0
BOYACA,2020,0
BRICE¥O,2020,2
BUENAVISTA,2020,2
BUSBANZA,2020,0
CALDAS,2020,0
CAMPOHERMOSO,2020,5
CERINZA,2020,0
CHINAVITA,2020,0
CHIQUINQUIRA,2020,4
CHISCAS,2020,1
CHITA,2020,14
CHITARAQUE,2020,5
CHIVATA,2020,0
CHIVOR,2020,20
CHIQUIZA,2020,0
CIENAGA,2020,0
COPER,2020,4
CORRALES,2020,1
COVARACHIA,2020,0
CUBARA,2020,60
CUCAITA,2020,0
CUITIVA,2020,0
COMBITA,2020,1
DUITAMA,2020,1
EL COCUY,2020,0
EL ESPINO,2020,0
FIRAVITOBA,2020,1
FLORESTA,2020,1
GACHANTIVA,2020,0
GARAGOA,2020,0
GUACAMAYAS,2020,0
GUATEQUE,2020,0
GUAYATA,2020,1
GAMEZA,2020,0
GUICAN,2020,17
IZA,2020,0
JENESANO,2020,0
JERICO,2020,0
LA CAPILLA,2020,0
LA UVITA,2020,0
LA VICTORIA,2020,1
LABRANZAGRANDE,2020,17
MACANAL,2020,7
MARIPI,2020,25
MIRAFLORES,2020,3
MONGUA,2020,13
MONGUI,2020,0
MONIQUIRA,2020,26
MOTAVITA,2020,0
MUZO,2020,11
NOBSA,2020,16
NUEVO COLON,2020,0
OICATA,2020,0
OTANCHE,2020,138
PACHAVITA,2020,0
PAIPA,2020,15
PAJARITO,2020,12
PANQUEBA,2020,0
PAUNA,2020,37
PAYA,2020,69
PAZ DE RIO,2020,0
PESCA,2020,1
PISBA,2020,15
PUERTO BOYACA,2020,299
PAEZ,2020,18
QUIPAMA,2020,20
RAMIRIQUI,2020,0
RONDON,2020,2
RAQUIRA,2020,0
SABOYA,2020,0
SAMACA,2020,41
SAN EDUARDO,2020,0
SAN JOSE DE PARE,2020,18
SAN LUIS DE GACENO,2020,31
SAN MATEO,2020,0
SAN MIGUEL DE SEMA,2020,4
SAN PABLO DE BORBUR,2020,29
SANTA MARIA,2020,18
SANTA ROSA DE VITERBO,2020,1
SANTA SOFIA,2020,0
SANTANA,2020,13
SATIVANORTE,2020,0
SATIVASUR,2020,0
SIACHOQUE,2020,0
SOATA,2020,0
SOCHA,2020,0
SOCOTA,2020,28
SOGAMOSO,2020,3
SOMONDOCO,2020,0
SORA,2020,0
SORACA,2020,0
SOTAQUIRA,2020,1
SUSACON,2020,0
SUTAMARCHAN,2020,0
SUTATENZA,2020,0
SACHICA,2020,0
TASCO,2020,1
TENZA,2020,0
TIBANA,2020,1
TIBASOSA,2020,6
TINJACA,2020,0
TIPACOQUE,2020,0
TOCA,2020,2
TOGUI,2020,18
TOPAGA,2020,1
TOTA,2020,1
TUNJA,2020,0
TUNUNGUA,2020,16
TURMEQUE,2020,0
TUTA,2020,0
TUTAZA,2020,0
UMBITA,2020,0
VENTAQUEMADA,2020,0
VILLA DE LEYVA,2020,0
VIRACACHA,2020,0
ZETAQUIRA,2020,1
AGUADAS,2020,85
ANSERMA,2020,161
ARANZAZU,2020,27
BELALCAZAR,2020,75
CHINCHINA,2020,117
FILADELFIA,2020,39
LA DORADA,2020,33
LA MERCED,2020,13
MANIZALES,2020,149
MANZANARES,2020,37
MARMATO,2020,3
MARQUETALIA,2020,22
MARULANDA,2020,6
NEIRA,2020,110
NORCASIA,2020,98
PALESTINA,2020,118
PENSILVANIA,2020,72
PACORA,2020,82
RIOSUCIO,2020,130
RISARALDA,2020,63
SALAMINA,2020,108
SAMANA,2020,367
SAN JOSE,2020,46
SUPIA,2020,22
VICTORIA,2020,138
VILLAMARIA,2020,39
VITERBO,2020,40
ALBANIA,2020,126
BELEN DE LOS ANDAQUIES,2020,491
CARTAGENA DEL CHAIRA,2020,18585
CURILLO,2020,649
EL DONCELLO,2020,263
EL PAUJIL,2020,202
FLORENCIA,2020,563
LA MONTA¥ITA,2020,863
MILAN,2020,883
MORELIA,2020,103
PUERTO RICO,2020,1240
SAN JOSE DEL FRAGUA,2020,617
SAN VICENTE DEL CAGUAN,2020,19342
SOLANO,2020,8431
SOLITA,2020,583
VALPARAISO,2020,840
AGUAZUL,2020,72
CHAMEZA,2020,29
HATO COROZAL,2020,946
LA SALINA,2020,11
MANI,2020,111
MONTERREY,2020,67
NUNCHIA,2020,80
OROCUE,2020,183
PAZ DE ARIPORO,2020,1175
PORE,2020,145
RECETOR,2020,10
SABANALARGA,2020,12
SAN LUIS DE PALENQUE,2020,393
SACAMA,2020,50
TAURAMENA,2020,280
TRINIDAD,2020,434
TAMARA,2020,317
VILLANUEVA,2020,252
YOPAL,2020,353
ALMAGUER,2020,10
ARGELIA,2020,147
BALBOA,2020,54
BOLIVAR,2020,23
BUENOS AIRES,2020,144
CAJIBIO,2020,219
CALDONO,2020,34
CALOTO,2020,5
CORINTO,2020,2
EL TAMBO,2020,979
FLORENCIA,2020,1
GUAPI,2020,263
INZA,2020,21
JAMBALO,2020,11
LA SIERRA,2020,8
LA VEGA,2020,43
LOPEZ,2020,209
MERCADERES,2020,5
MIRANDA,2020,1
MORALES,2020,266
PADILLA,2020,0
PATIA,2020,49
PIAMONTE,2020,1462
PIENDAMO,2020,50
POPAYAN,2020,114
PUERTO TEJADA,2020,0
PURACE,2020,4
PAEZ,2020,89
ROSAS,2020,7
SAN SEBASTIAN,2020,8
SANTA ROSA,2020,222
SANTANDER DE QUILICHAO,2020,32
SILVIA,2020,26
SOTARA,2020,114
SUCRE,2020,17
SUAREZ,2020,231
TIMBIQUI,2020,679
TIMBIO,2020,35
TORIBIO,2020,3
TOTORO,2020,19
VILLA RICA,2020,0
AGUACHICA,2020,96
AGUSTIN CODAZZI,2020,205
ASTREA,2020,114
BECERRIL,2020,372
BOSCONIA,2020,119
CHIMICHAGUA,2020,941
CHIRIGUANA,2020,308
CURUMANI,2020,375
EL COPEY,2020,355
EL PASO,2020,110
GAMARRA,2020,30
GONZALEZ,2020,18
LA GLORIA,2020,215
LA JAGUA DE IBIRICO,2020,481
LA PAZ,2020,128
MANAURE,2020,14
PAILITAS,2020,195
PELAYA,2020,181
PUEBLO BELLO,2020,101
RIO DE ORO,2020,49
SAN ALBERTO,2020,40
SAN DIEGO,2020,116
SAN MARTIN,2020,137
TAMALAMEQUE,2020,183
VALLEDUPAR,2020,484
ACANDI,2020,282
ALTO BAUDO,2020,43
ATRATO,2020,1
BAGADO,2020,20
BAHIA SOLANO,2020,25
BAJO BAUDO,2020,23
BELEN DE BAJIRA,2020,396
BOJAYA,2020,52
CONDOTO,2020,10
CERTEGUI,2020,3
CANTON DEL SAN PABLO,2020,11
EL CARMEN DE ATRATO,2020,19
CARMEN DEL DARIEN,2020,782
EL LITORAL DEL SAN JUAN,2020,47
ISTMINA,2020,28
JURADO,2020,127
LLORO,2020,7
MEDIO ATRATO,2020,3
MEDIO BAUDO,2020,10
MEDIO SAN JUAN,2020,4
NUQUI,2020,17
NOVITA,2020,28
QUIBDO,2020,14
RIOSUCIO,2020,3382
RIO IRO,2020,5
RIO QUITO,2020,8
SAN JOSE DEL PALMAR,2020,140
SIPI,2020,16
TADO,2020,9
UNGUIA,2020,695
UNION PANAMERICANA,2020,8
AGUA DE DIOS,2020,5
ALBAN,2020,4
ANAPOIMA,2020,11
ANOLAIMA,2020,3
ARBELAEZ,2020,2
BELTRAN,2020,14
BITUIMA,2020,1
BOJACA,2020,4
CABRERA,2020,4
CACHIPAY,2020,1
CAJICA,2020,4
CAPARRAPI,2020,87
CARMEN DE CARUPA,2020,3
CHAGUANI,2020,11
CHIPAQUE,2020,0
CHOACHI,2020,0
CHOCONTA,2020,1
CHIA,2020,2
COGUA,2020,1
COTA,2020,2
CUCUNUBA,2020,0
CAQUEZA,2020,0
EL COLEGIO,2020,7
EL PE¥ON,2020,9
EL ROSAL,2020,3
FACATATIVA,2020,7
FOSCA,2020,0
FUNZA,2020,4
FUSAGASUGA,2020,3
FOMEQUE,2020,2
FUQUENE,2020,3
GACHALA,2020,4
GACHANCIPA,2020,0
GACHETA,2020,0
GAMA,2020,0
GIRARDOT,2020,9
GRANADA,2020,0
GUACHETA,2020,13
GUADUAS,2020,131
GUASCA,2020,0
GUATAQUI,2020,9
GUATAVITA,2020,4
GUAYABAL DE  SIQUIMA,2020,2
GUAYABETAL,2020,6
GUTIERREZ,2020,8
JERUSALEN,2020,14
JUNIN,2020,0
LA CALERA,2020,1
LA MESA,2020,11
LA PALMA,2020,19
LA PE¥A,2020,20
LA VEGA,2020,9
LENGUAZAQUE,2020,1
MACHETA,2020,0
MADRID,2020,6
MANTA,2020,0
MEDINA,2020,25
MOSQUERA,2020,0
NARI¥O,2020,0
NEMOCON,2020,0
NILO,2020,8
NIMAIMA,2020,2
NOCAIMA,2020,2
PACHO,2020,12
PAIME,2020,17
PANDI,2020,7
PARATEBUENO,2020,27
PASCA,2020,4
PUERTO SALGAR,2020,59
PULI,2020,73
QUEBRADANEGRA,2020,3
QUETAME,2020,0
QUIPILE,2020,24
RAFAEL REYES,2020,10
RICAURTE,2020,3
SAN ANTONIO DEL TEQUENDAMA,2020,1
SAN BERNARDO,2020,4
SAN CAYETANO,2020,8
SAN FRANCISCO,2020,3
SAN JUAN DE RIO SECO,2020,28
SASAIMA,2020,7
SESQUILE,2020,0
SIBATE,2020,9
SILVANIA,2020,6
SIMIJACA,2020,1
SOACHA,2020,2
SOPO,2020,0
SUBACHOQUE,2020,11
SUESCA,2020,0
SUPATA,2020,3
SUSA,2020,3
SUTATAUSA,2020,0
TABIO,2020,7
TAUSA,2020,6
TENA,2020,1
TENJO,2020,1
TIBACUY,2020,3
TIBIRITA,2020,0
TOCANCIPA,2020,1
TOCAIMA,2020,11
TOPAIPI,2020,9
UBALA,2020,7
UBAQUE,2020,0
UNE,2020,4
VENECIA,2020,4
VERGARA,2020,10
VIANI,2020,3
UBATE,2020,1
VILLAGOMEZ,2020,0
VILLAPINZON,2020,0
VILLETA,2020,9
VIOTA,2020,55
YACOPI,2020,162
ZIPACON,2020,4
ZIPAQUIRA,2020,12
UTICA,2020,45
AYAPEL,2020,437
BUENAVISTA,2020,14
CANALETE,2020,69
CERETE,2020,1
CHIMA,2020,1
CHINU,2020,32
CIENAGA DE ORO,2020,90
COTORRA,2020,0
LA APARTADA,2020,27
LOS CORDOBAS,2020,26
MOMIL,2020,1
MONTELIBANO,2020,975
MONTERIA,2020,172
MO¥ITOS,2020,2
PLANETA RICA,2020,63
PUEBLO NUEVO,2020,43
PUERTO ESCONDIDO,2020,10
PUERTO LIBERTADOR,2020,706
PURISIMA,2020,0
SAN ANDRES DE SOTAVENTO,2020,10
SAN ANTERO,2020,16
SAHAGUN,2020,62
SAN BERNARDO DEL VIENTO,2020,0
SAN CARLOS,2020,29
SAN PELAYO,2020,1
LORICA,2020,25
TIERRALTA,2020,2043
VALENCIA,2020,193
BARRANCO MINAS,2020,869
CACAHUAL,2020,162
LA GUADALUPE,2020,62
MAPIRIPANA,2020,115
MORICHAL NUEVO,2020,180
PANA PANA,2020,219
PUERTO COLOMBIA,2020,246
INIRIDA,2020,1349
SAN FELIPE,2020,89
CALAMAR,2020,9102
EL RETORNO,2020,8113
MIRAFLORES,2020,2531
SAN JOSE DEL GUAVIARE,2020,14517
ACEVEDO,2020,348
AGRADO,2020,27
AIPE,2020,8
ALGECIRAS,2020,59
ALTAMIRA,2020,14
BARAYA,2020,57
CAMPOALEGRE,2020,31
COLOMBIA,2020,181
ELIAS,2020,13
GARZON,2020,60
GIGANTE,2020,69
GUADALUPE,2020,55
HOBO,2020,3
IQUIRA,2020,23
ISNOS,2020,151
LA ARGENTINA,2020,11
LA PLATA,2020,123
NEIVA,2020,52
NATAGA,2020,7
OPORAPA,2020,43
PAICOL,2020,18
PALERMO,2020,10
PALESTINA,2020,44
PITAL,2020,60
PITALITO,2020,369
RIVERA,2020,27
SALADOBLANCO,2020,63
SAN AGUSTIN,2020,123
SANTA MARIA,2020,27
SUAZA,2020,157
TARQUI,2020,40
TELLO,2020,59
TERUEL,2020,26
TESALIA,2020,2
TIMANA,2020,66
VILLAVIEJA,2020,0
YAGUARA,2020,2
BARRANCAS,2020,179
DIBULLA,2020,379
DISTRACCION,2020,11
EL MOLINO,2020,24
FONSECA,2020,49
HATONUEVO,2020,15
LA JAGUA DEL PILAR,2020,24
MAICAO,2020,102
MANAURE,2020,2
RIOHACHA,2020,1498
SAN JUAN DEL CESAR,2020,198
URIBIA,2020,6
URUMITA,2020,14
VILLANUEVA,2020,13
ALGARROBO,2020,42
ARACATACA,2020,1304
ARIGUAINI,2020,173
CERRO SAN ANTONIO,2020,2
CHIVOLO,2020,89
CIENAGA,2020,351
CONCORDIA,2020,2
EL BANCO,2020,390
EL PI¥ON,2020,30
EL RETEN,2020,561
FUNDACION,2020,439
GUAMAL,2020,440
NUEVA GRANADA,2020,79
PEDRAZA,2020,15
PIJI¥O DEL CARMEN,2020,233
PIVIJAY,2020,880
PLATO,2020,192
PUEBLOVIEJO,2020,145
REMOLINO,2020,23
SABANAS DE SAN ANGEL,2020,288
SALAMINA,2020,4
SAN SEBASTIAN DE BUENAVISTA,2020,139
SAN ZENON,2020,268
SANTA ANA,2020,306
SANTA BARBARA DE PINTO,2020,14
SANTA MARTA,2020,682
SITIONUEVO,2020,39
TENERIFE,2020,229
ZAPAYAN,2020,5
ZONA BANANERA,2020,866
ACACIAS,2020,39
BARRANCA DE UPIA,2020,33
CABUYARO,2020,102
CASTILLA LA NUEVA,2020,105
CUMARAL,2020,29
EL CALVARIO,2020,7
EL CASTILLO,2020,77
EL DORADO,2020,13
FUENTE DE ORO,2020,80
GRANADA,2020,51
GUAMAL,2020,18
LA MACARENA,2020,20015
LA URIBE,2020,6380
LEJANIAS,2020,55
MAPIRIPAN,2020,12872
MESETAS,2020,1518
PUERTO CONCORDIA,2020,860
PUERTO GAITAN,2020,1179
PUERTO LLERAS,2020,409
PUERTO LOPEZ,2020,132
PUERTO RICO,2020,4374
RESTREPO,2020,1
SAN CARLOS DE GUAROA,2020,769
SAN JUAN DE ARAMA,2020,269
SAN JUANITO,2020,2
SAN LUIS DE CUBARRAL,2020,44
